ID,Sample Site,Numeric Result,Formatted Result,Result Units,Latitude (Degrees),Longitude (Degrees),Sample Date,Parameter,Site Key
49019764,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,10/14/2021,pH,SUR_BR-BD
49992812,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,11/10/2021 ,pH,SUR_BR-BD
50825686,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,12/15/2021,pH,SUR_BR-BD
51646527,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,01/12/2022 ,pH,SUR_BR-BD
51951051,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,02/16/2022 ,pH,SUR_BR-BD
52309808,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,03/16/2022 ,pH,SUR_BR-BD
52598709,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,04/13/2022 ,pH,SUR_BR-BD
53199124,Bow River Below Bearspaw Dam,8.4,8.4,pH units,51.100403,-114.270774,05/11/2022 ,pH,SUR_BR-BD
53946461,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,06/15/2022 ,pH,SUR_BR-BD
55019004,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,07/13/2022 ,pH,SUR_BR-BD
56400667,Bow River Below Bearspaw Dam,8.4,8.4,pH units,51.100403,-114.270774,08/10/2022 ,pH,SUR_BR-BD
56997376,Bow River Below Bearspaw Dam,8.4,8.4,pH units,51.100403,-114.270774,09/14/2022 ,pH,SUR_BR-BD
57948063,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,10/13/2022 ,pH,SUR_BR-BD
59213929,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,11/09/2022 ,pH,SUR_BR-BD
60001110,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,12/15/2022 ,pH,SUR_BR-BD
60554282,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,01/11/2023 ,pH,SUR_BR-BD
60982884,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,02/15/2023 ,pH,SUR_BR-BD
61398430,Bow River Below Bearspaw Dam,8.1,8.1,pH units,51.100403,-114.270774,03/15/2023 ,pH,SUR_BR-BD
61755185,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,04/12/2023 ,pH,SUR_BR-BD
62798625,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,05/10/2023,pH,SUR_BR-BD
63580155,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,06/14/2023 ,pH,SUR_BR-BD
65674662,Bow River Below Bearspaw Dam,8.4,8.4,pH units,51.100403,-114.270774,07/12/2023 ,pH,SUR_BR-BD
65886635,Bow River Below Bearspaw Dam,8.5,8.5,pH units,51.100403,-114.270774,08/16/2023 ,pH,SUR_BR-BD
66219336,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,09/13/2023 ,pH,SUR_BR-BD
68614440,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,10/11/2023 ,pH,SUR_BR-BD
69866836,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,11/15/2023 ,pH,SUR_BR-BD
72004695,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,12/13/2023 ,pH,SUR_BR-BD
73005376,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,01/10/2024 ,pH,SUR_BR-BD
73636041,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,02/14/2024,pH,SUR_BR-BD
74683446,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,03/11/2024 ,pH,SUR_BR-BD
75236371,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,04/08/2024 ,pH,SUR_BR-BD
75881493,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,05/13/2024 ,pH,SUR_BR-BD
77195590,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,06/10/2024 ,pH,SUR_BR-BD
79340188,Bow River Below Bearspaw Dam,8.2,8.2,pH units,51.100403,-114.270774,07/08/2024 ,pH,SUR_BR-BD
100925547,Bow River Below Bearspaw Dam,8.4,8.4,pH units,51.100403,-114.270774,08/12/2024,pH,SUR_BR-BD
102674251,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,09/10/2024 ,pH,SUR_BR-BD
103858974,Bow River Below Bearspaw Dam,8.3,8.3,pH units,51.100403,-114.270774,10/07/2024 ,pH,SUR_BR-BD
