ID,Sample Site,Numeric Result,Formatted Result,Result Units,Latitude (Degrees),Longitude (Degrees),Sample Date,Parameter,Site Key
34372294,Bow River Below Bearspaw Dam,0.91,0.91,NTU,51.100403,-114.270774,2/12/2020,Turbidity,SUR_BR-BD
34652303,Bow River Below Bearspaw Dam,0.57,0.57,NTU,51.100403,-114.270774,3/11/2020,Turbidity,SUR_BR-BD
34982474,Bow River Below Bearspaw Dam,2.7,2.7,NTU,51.100403,-114.270774,4/17/2020,Turbidity,SUR_BR-BD
35198273,Bow River Below Bearspaw Dam,2.7,2.7,NTU,51.100403,-114.270774,5/14/2020,Turbidity,SUR_BR-BD
35491223,Bow River Below Bearspaw Dam,13,13,NTU,51.100403,-114.270774,6/11/2020,Turbidity,SUR_BR-BD
36372030,Bow River Below Bearspaw Dam,3.5,3.5,NTU,51.100403,-114.270774,7/15/2020,Turbidity,SUR_BR-BD
37758120,Bow River Below Bearspaw Dam,2.1,2.1,NTU,51.100403,-114.270774,8/12/2020,Turbidity,SUR_BR-BD
38572425,Bow River Below Bearspaw Dam,1.2,1.2,NTU,51.100403,-114.270774,9/16/2020,Turbidity,SUR_BR-BD
39725001,Bow River Below Bearspaw Dam,1.2,1.2,NTU,51.100403,-114.270774,10/15/2020,Turbidity,SUR_BR-BD
40516735,Bow River Below Bearspaw Dam,1.3,1.3,NTU,51.100403,-114.270774,11/12/2020,Turbidity,SUR_BR-BD
41437026,Bow River Below Bearspaw Dam,1.8,1.8,NTU,51.100403,-114.270774,12/9/2020,Turbidity,SUR_BR-BD
42181141,Bow River Below Bearspaw Dam,1,1,NTU,51.100403,-114.270774,1/13/2021,Turbidity,SUR_BR-BD
42822546,Bow River Below Bearspaw Dam,0.67,0.67,NTU,51.100403,-114.270774,2/24/2021,Turbidity,SUR_BR-BD
43374459,Bow River Below Bearspaw Dam,1,1,NTU,51.100403,-114.270774,3/10/2021,Turbidity,SUR_BR-BD
43705355,Bow River Below Bearspaw Dam,1.2,1.2,NTU,51.100403,-114.270774,4/14/2021,Turbidity,SUR_BR-BD
44289181,Bow River Below Bearspaw Dam,1.7,1.7,NTU,51.100403,-114.270774,5/12/2021,Turbidity,SUR_BR-BD
45443631,Bow River Below Bearspaw Dam,19,19,NTU,51.100403,-114.270774,6/9/2021,Turbidity,SUR_BR-BD
46341770,Bow River Below Bearspaw Dam,3.2,3.2,NTU,51.100403,-114.270774,7/15/2021,Turbidity,SUR_BR-BD
47229302,Bow River Below Bearspaw Dam,1.5,1.5,NTU,51.100403,-114.270774,8/11/2021,Turbidity,SUR_BR-BD
48230132,Bow River Below Bearspaw Dam,0.82,0.82,NTU,51.100403,-114.270774,9/15/2021,Turbidity,SUR_BR-BD
49019760,Bow River Below Bearspaw Dam,0.78,0.78,NTU,51.100403,-114.270774,10/14/2021,Turbidity,SUR_BR-BD
49992808,Bow River Below Bearspaw Dam,0.7,0.7,NTU,51.100403,-114.270774,11/10/2021,Turbidity,SUR_BR-BD
50825682,Bow River Below Bearspaw Dam,1.9,1.9,NTU,51.100403,-114.270774,12/15/2021,Turbidity,SUR_BR-BD
51646523,Bow River Below Bearspaw Dam,1.1,1.1,NTU,51.100403,-114.270774,1/12/2022,Turbidity,SUR_BR-BD
51951047,Bow River Below Bearspaw Dam,0.79,0.79,NTU,51.100403,-114.270774,2/16/2022,Turbidity,SUR_BR-BD
52309804,Bow River Below Bearspaw Dam,0.82,0.82,NTU,51.100403,-114.270774,3/16/2022,Turbidity,SUR_BR-BD
52598705,Bow River Below Bearspaw Dam,0.88,0.88,NTU,51.100403,-114.270774,4/13/2022,Turbidity,SUR_BR-BD
53199120,Bow River Below Bearspaw Dam,1.8,1.8,NTU,51.100403,-114.270774,5/11/2022,Turbidity,SUR_BR-BD
55040316,Bow River Below Bearspaw Dam,160,160,NTU,51.100403,-114.270774,6/15/2022,Turbidity,SUR_BR-BD
55802282,Bow River Below Bearspaw Dam,5.9,5.9,NTU,51.100403,-114.270774,7/13/2022,Turbidity,SUR_BR-BD
56131120,Bow River Below Bearspaw Dam,1.6,1.6,NTU,51.100403,-114.270774,8/10/2022,Turbidity,SUR_BR-BD
56997372,Bow River Below Bearspaw Dam,1.3,1.3,NTU,51.100403,-114.270774,9/14/2022,Turbidity,SUR_BR-BD
57948059,Bow River Below Bearspaw Dam,0.86,0.86,NTU,51.100403,-114.270774,10/13/2022,Turbidity,SUR_BR-BD
59213925,Bow River Below Bearspaw Dam,0.96,0.96,NTU,51.100403,-114.270774,11/9/2022,Turbidity,SUR_BR-BD
60001106,Bow River Below Bearspaw Dam,0.89,0.89,NTU,51.100403,-114.270774,12/15/2022,Turbidity,SUR_BR-BD
60554278,Bow River Below Bearspaw Dam,0.63,0.63,NTU,51.100403,-114.270774,1/11/2023,Turbidity,SUR_BR-BD
60982880,Bow River Below Bearspaw Dam,0.64,0.64,NTU,51.100403,-114.270774,2/15/2023,Turbidity,SUR_BR-BD
61398426,Bow River Below Bearspaw Dam,1.1,1.1,NTU,51.100403,-114.270774,3/15/2023,Turbidity,SUR_BR-BD
61755181,Bow River Below Bearspaw Dam,1.2,1.2,NTU,51.100403,-114.270774,4/12/2023,Turbidity,SUR_BR-BD
62798621,Bow River Below Bearspaw Dam,2.6,2.6,NTU,51.100403,-114.270774,5/10/2023,Turbidity,SUR_BR-BD
64673691,Bow River Below Bearspaw Dam,1.8,1.8,NTU,51.100403,-114.270774,6/14/2023,Turbidity,SUR_BR-BD
64694740,Bow River Below Bearspaw Dam,3.3,3.3,NTU,51.100403,-114.270774,7/12/2023,Turbidity,SUR_BR-BD
65886631,Bow River Below Bearspaw Dam,1,1,NTU,51.100403,-114.270774,8/16/2023,Turbidity,SUR_BR-BD
66219332,Bow River Below Bearspaw Dam,1.1,1.1,NTU,51.100403,-114.270774,9/13/2023,Turbidity,SUR_BR-BD
68614436,Bow River Below Bearspaw Dam,0.74,0.74,NTU,51.100403,-114.270774,10/11/2023,Turbidity,SUR_BR-BD
69866832,Bow River Below Bearspaw Dam,0.91,0.91,NTU,51.100403,-114.270774,11/15/2023,Turbidity,SUR_BR-BD
72004691,Bow River Below Bearspaw Dam,0.9,0.9,NTU,51.100403,-114.270774,12/13/2023,Turbidity,SUR_BR-BD
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
